Rank,Movie,Release Date,Distributor,Genre,Year Gross,Tickets Sold,Movie URL,Year,Domestic Box Office,International Box Office,Worldwide Box Office,Production Budget,MPAA Rating
1,Barbie,"Jul 21, 2023",Warner Bros.,Comedy,636225983.0,58155940.0,https://www.the-numbers.com/movie/Barbie-(2023)#tab=summary,2023,636785476.0,810900000.0,1447685476.0,145000000.0,PG-13
2,The Super Mario Bros. Movie,"Apr 5, 2023",Universal,Adventure,574934330.0,52553412.0,https://www.the-numbers.com/movie/Super-Mario-Bros-Movie-The-(2022)#tab=summary,2023,574934330.0,784291945.0,1359226275.0,100000000.0,PG
3,Jurassic Park,"Aug 26, 1994",Universal,Adventure,415404543.0,37971165.0,https://www.the-numbers.com/movie/Jurassic-Park-(1993)#tab=summary,2023,415404543.0,643049687.0,1058454230.0,63000000.0,PG-13
4,Spider-Man: Across the Spid…,"Jun 2, 2023",Sony Pictures,Adventure,381311319.0,34854782.0,https://www.the-numbers.com/movie/Spider-Man-Across-the-Spider-Verse-(2023)#tab=summary,2023,381593754.0,309230984.0,690824738.0,100000000.0,PG
5,Guardians of the Galaxy Vol 3,"May 5, 2023",Walt Disney,Action,358995815.0,32814974.0,https://www.the-numbers.com/movie/Guardians-of-the-Galaxy-Vol-3-(2023)#tab=summary,2023,358995815.0,486559962.0,845555777.0,250000000.0,PG-13
6,Oppenheimer,"Jul 21, 2023",Universal,Drama,326101370.0,29808169.0,https://www.the-numbers.com/movie/Oppenheimer-(2023)#tab=summary,2023,330078895.0,646678360.0,976757255.0,100000000.0,R
7,The Little Mermaid,"May 26, 2023",Walt Disney,Musical,298172056.0,27255215.0,https://www.the-numbers.com/movie/Little-Mermaid-The-(2023)#tab=summary,2023,298172056.0,271454233.0,569626289.0,250000000.0,PG
8,Avatar: The Way of Water,"Dec 16, 2022",20th Century Studios,Action,283067859.0,25874576.0,https://www.the-numbers.com/movie/Avatar-The-Way-of-Water-(2022)#tab=summary,2023,688809501.0,1634092522.0,2322902023.0,400000000.0,PG-13
9,The Exorcist,"Dec 26, 1973",Fathom Events,Horror,230956951.0,21111239.0,https://www.the-numbers.com/movie/Exorcist-The-(1973)#tab=summary,2023,231020723.0,197867061.0,428887784.0,12000000.0,R
10,Ant-Man and the Wasp: Quant…,"Feb 17, 2023",Walt Disney,Action,214504909.0,19607396.0,https://www.the-numbers.com/movie/Ant-Man-and-the-Wasp-Quantumania-(2023)#tab=summary,2023,214504909.0,261566271.0,476071180.0,200000000.0,PG-13
11,John Wick: Chapter 4,"Mar 24, 2023",Lionsgate,Action,187131806.0,17105284.0,https://www.the-numbers.com/movie/John-Wick-Chapter-4-(2023)#tab=summary,2023,187131806.0,260184599.0,447316405.0,100000000.0,R
12,Sound of Freedom,"Jul 4, 2023",Angel Studios,Thriller/Suspense,184178046.0,16835288.0,https://www.the-numbers.com/movie/Sound-of-Freedom-(2023)#tab=summary,2023,184178046.0,66551632.0,250729678.0,14500000.0,PG-13
13,TAYLOR SWIFT | THE ERAS TOUR,"Oct 13, 2023",AMC Theatres Dist…,Concert/Perfor…,180560779.0,16504642.0,https://www.the-numbers.com/movie/Taylor-Swift-The-Eras-Tour-(2023)#tab=summary,2023,180760722.0,80652337.0,261413059.0,15000000.0,PG-13
14,Indiana Jones and the Dial …,"Jun 30, 2023",Walt Disney,Adventure,174480468.0,15948854.0,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Dial-of-Destiny-(2023)#tab=summary,2023,174480468.0,209482589.0,383963057.0,300000000.0,PG-13
15,Mission: Impossible Dead Re…,"Jul 12, 2023",Paramount Pictures,Action,172640980.0,15780711.0,https://www.the-numbers.com/movie/Mission-Impossible-Dead-Reckoning-Part-One-(2023)#tab=summary,2023,172640980.0,392753329.0,565394309.0,290000000.0,PG-13
16,The Hunger Games: The Balla…,"Nov 17, 2023",Lionsgate,Action,159719625.0,14599600.0,https://www.the-numbers.com/movie/Hunger-Games-The-The-Ballad-of-Songbirds-and-Snakes-(2023)#tab=summary,2023,166350594.0,181512049.0,347862643.0,100000000.0,PG-13
17,Transformers: Rise of the B…,"Jun 9, 2023",Paramount Pictures,Action,157341749.0,14382244.0,https://www.the-numbers.com/movie/Transformers-Rise-of-the-Beasts-(2023)#tab=summary,2023,157341749.0,281900000.0,439241749.0,195000000.0,PG-13
18,Creed III,"Mar 3, 2023",MGM,Drama,156248615.0,14282323.0,https://www.the-numbers.com/movie/Creed-III-(2023)#tab=summary,2023,156248615.0,119900000.0,276148615.0,75000000.0,PG-13
19,Elemental,"Jun 16, 2023",Walt Disney,Adventure,154426697.0,14115786.0,https://www.the-numbers.com/movie/Elemental-(2023)#tab=summary,2023,154426697.0,330403040.0,484829737.0,200000000.0,PG
20,Fast X,"May 19, 2023",Universal,Action,146126015.0,13357040.0,https://www.the-numbers.com/movie/Fast-X-(2023)#tab=summary,2023,146126015.0,568249099.0,714375114.0,340000000.0,PG-13
21,Five Nights at Freddy’s,"Oct 27, 2023",Universal,Horror,137275620.0,12548046.0,https://www.the-numbers.com/movie/Five-Nights-at-Freddys-(2023)#tab=summary,2023,137275620.0,159966525.0,297242145.0,20000000.0,PG-13
22,Wonka,"Dec 15, 2023",Warner Bros.,Musical,133129902.0,12169095.0,https://www.the-numbers.com/movie/Wonka-(2023)#tab=summary,2023,218581815.0,416100000.0,634681815.0,125000000.0,PG
23,Puss in Boots: The Last Wish,"Dec 21, 2022",Universal,Adventure,130425380.0,11921881.0,https://www.the-numbers.com/movie/Puss-in-Boots-The-Last-Wish-(2022)#tab=summary,2023,186090535.0,298238602.0,484329137.0,110000000.0,PG
24,"Crouching Tiger, Hidden Dragon","Dec 8, 2000",Sony Pictures Cla…,Action,128519357.0,11747656.0,https://www.the-numbers.com/movie/Crouching-Tiger-Hidden-Dragon#tab=summary,2023,128519357.0,85446864.0,213966221.0,15000000.0,PG-13
25,Teenage Mutant Ninja Turtle…,"Aug 2, 2023",Paramount Pictures,Action,118700272.0,10850116.0,https://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-Mutant-Mayhem-(2023)#tab=summary,2023,118700272.0,61629593.0,180329865.0,70000000.0,PG
26,Scream VI,"Mar 10, 2023",Paramount Pictures,Horror,108391107.0,9907779.0,https://www.the-numbers.com/movie/Scream-VI-(2023)#tab=summary,2023,108391107.0,60672743.0,169063850.0,33000000.0,R
27,The Flash,"Jun 16, 2023",Warner Bros.,Action,108167507.0,9887341.0,https://www.the-numbers.com/movie/Flash-The#tab=summary,2023,108167507.0,163300000.0,271467507.0,200000000.0,PG-13
28,Trolls Band Together,"Nov 17, 2023",Universal,Adventure,97540205.0,8915924.0,https://www.the-numbers.com/movie/Trolls-Band-Together-(2023)#tab=summary,2023,103974820.0,106694583.0,210669403.0,95000000.0,PG
29,The Others,"Aug 10, 2001",Rialto Pictures,Horror,96545842.0,8825031.0,https://www.the-numbers.com/movie/Others-The-(2001)#tab=summary,2023,96545842.0,111242369.0,207788211.0,17000000.0,PG-13
30,M3GAN,"Jan 6, 2023",Universal,Horror,95159005.0,8698264.0,https://www.the-numbers.com/movie/M3GAN#tab=summary,2023,95159005.0,86637512.0,181796517.0,12000000.0,PG-13
31,Dungeons & Dragons: Honor A…,"Mar 31, 2023",Paramount Pictures,Adventure,93549650.0,8551156.0,https://www.the-numbers.com/movie/Dungeons-and-Dragons-Honor-Among-Thieves-(2023)#tab=summary,2023,93549650.0,114305297.0,207854947.0,150000000.0,PG-13
32,The Equalizer 3,"Sep 1, 2023",Sony Pictures,Action,92373751.0,8443670.0,https://www.the-numbers.com/movie/Equalizer-3-The-(2023)#tab=summary,2023,92373751.0,98693809.0,191067560.0,70000000.0,R
33,The Nun II,"Sep 8, 2023",Warner Bros.,Horror,86270590.0,7885794.0,https://www.the-numbers.com/movie/Nun-II-The-(2023)#tab=summary,2023,86270590.0,183400000.0,269670590.0,38000000.0,R
34,The Marvels,"Nov 10, 2023",Walt Disney,Adventure,84479155.0,7722043.0,https://www.the-numbers.com/movie/Marvels-The-(2023)#tab=summary,2023,84500223.0,121636602.0,206136825.0,270000000.0,PG-13
35,Meg 2: The Trench,"Aug 4, 2023",Warner Bros.,Action,82633033.0,7553294.0,https://www.the-numbers.com/movie/Meg-2-The-Trench-(2023)#tab=summary,2023,82633033.0,315900000.0,398533033.0,129000000.0,PG-13
36,Insidious: The Red Door,"Jul 7, 2023",Sony Pictures,Horror,82156962.0,7509777.0,https://www.the-numbers.com/movie/Insidious-The-Red-Door-(2023)#tab=summary,2023,82156962.0,104101966.0,186258928.0,16000000.0,PG-13
37,Aquaman and the Lost Kingdom,"Dec 22, 2023",Warner Bros.,Action,76469713.0,6989919.0,https://www.the-numbers.com/movie/Aquaman-and-the-Lost-Kingdom-(2023)#tab=summary,2023,124481226.0,315700000.0,440181226.0,205000000.0,PG-13
38,Blue Beetle,"Aug 18, 2023",Warner Bros.,Action,72541501.0,6630850.0,https://www.the-numbers.com/movie/Blue-Beetle-(2023)#tab=summary,2023,72541501.0,58300000.0,130841501.0,120000000.0,PG-13
39,Haunted Mansion,"Jul 28, 2023",Walt Disney,Comedy,67653287.0,6184030.0,https://www.the-numbers.com/movie/Haunted-Mansion-(2023)#tab=summary,2023,67653287.0,49796503.0,117449790.0,150000000.0,PG-13
40,Evil Dead Rise,"Apr 21, 2023",Warner Bros.,Horror,67356372.0,6156890.0,https://www.the-numbers.com/movie/Evil-Dead-Rise-(2023)#tab=summary,2023,67356372.0,79900000.0,147256372.0,15000000.0,R
41,Killers of the Flower Moon,"Oct 20, 2023",Paramount Pictures,Western,67292161.0,6151020.0,https://www.the-numbers.com/movie/Killers-of-the-Flower-Moon-(2023)#tab=summary,2023,68035488.0,88397430.0,156432918.0,200000000.0,R
42,The Exorcist: Believer,"Oct 6, 2023",Universal,Horror,65537395.0,5990621.0,https://www.the-numbers.com/movie/Exorcist-Believer-The-(2023)#tab=summary,2023,65537395.0,71460674.0,136998069.0,30000000.0,R
43,PAW Patrol: The Mighty Movie,"Sep 29, 2023",Paramount Pictures,Adventure,65343309.0,5972880.0,https://www.the-numbers.com/movie/Paw-Patrol-The-Mighty-Movie-(2023)#tab=summary,2023,65343309.0,136395983.0,201739292.0,30000000.0,PG
44,Cocaine Bear,"Feb 24, 2023",Universal,Black Comedy,64670240.0,5911356.0,https://www.the-numbers.com/movie/Cocaine-Bear-(2023)#tab=summary,2023,64670240.0,25296333.0,89966573.0,35000000.0,R
45,A Man Called Otto,"Dec 30, 2022",Sony Pictures,Comedy,64228358.0,5870965.0,https://www.the-numbers.com/movie/Man-Called-Otto-A-(2022)#tab=summary,2023,64267657.0,44373491.0,108641148.0,50000000.0,PG-13
46,Wish,"Nov 22, 2023",Walt Disney,Adventure,60609147.0,5540141.0,https://www.the-numbers.com/movie/Wish-(2023)#tab=summary,2023,63973821.0,173981076.0,237954897.0,200000000.0,PG
47,Napoleon,"Nov 22, 2023",Sony Pictures,Drama,60534093.0,5533281.0,https://www.the-numbers.com/movie/Napoleon-(2023)#tab=summary,2023,61524375.0,156392781.0,217917156.0,200000000.0,R
48,Love Actually,"Nov 7, 2003",Universal,Romantic Comedy,60104551.0,5494017.0,https://www.the-numbers.com/movie/Love-Actually#tab=summary,2023,60235426.0,186244221.0,246479647.0,45000000.0,R
49,Shazam! Fury of the Gods,"Mar 17, 2023",Warner Bros.,Action,57721819.0,5276217.0,https://www.the-numbers.com/movie/Shazam-Fury-of-the-Gods-(2022)#tab=summary,2023,57721819.0,76500000.0,134221819.0,125000000.0,PG-13
50,Migration,"Dec 22, 2023",Universal,Adventure,54103955.0,4945517.0,https://www.the-numbers.com/movie/Migration-(2023)#tab=summary,2023,127630880.0,172870472.0,300501352.0,72000000.0,PG
51,Saw X,"Sep 29, 2023",Lionsgate,Horror,53607898.0,4900173.0,https://www.the-numbers.com/movie/Saw-X-(2023)#tab=summary,2023,53607898.0,71701964.0,125309862.0,13000000.0,R
52,AIR,"Apr 5, 2023",Amazon Studios,Drama,52460106.0,4795256.0,https://www.the-numbers.com/movie/Air-(2023)#tab=summary,2023,52460106.0,37600000.0,90060106.0,90000000.0,R
53,Jesus Revolution,"Feb 24, 2023",Lionsgate,Drama,52102987.0,4762613.0,https://www.the-numbers.com/movie/Jesus-Revolution-(2022)#tab=summary,2023,52102987.0,1277994.0,53380981.0,15000000.0,PG-13
54,No Hard Feelings,"Jun 23, 2023",Sony Pictures,Romantic Comedy,50452282.0,4611726.0,https://www.the-numbers.com/movie/No-Hard-Feelings-(2023)#tab=summary,2023,50452282.0,33001259.0,83453541.0,45000000.0,R
55,Talk To Me,"Jul 28, 2023",A24,Horror,48299436.0,4414939.0,https://www.the-numbers.com/movie/Talk-To-Me-(2022-United-Kingdom)#tab=summary,2023,48299436.0,43642666.0,91942102.0,4250000.0,R
56,Godzilla Minus One,"Dec 1, 2023",Toho International,Action,45580412.0,4166400.0,https://www.the-numbers.com/movie/Godzilla-Minus-One-(2023-Japan)#tab=summary,2023,57144669.0,47944649.0,105089318.0,15000000.0,PG-13
57,Gran Turismo: Based on a Tr…,"Aug 25, 2023",Sony Pictures,Action,44428554.0,4061111.0,https://www.the-numbers.com/movie/Gran-Turismo-Based-on-a-True-Story-(2023)#tab=summary,2023,44428554.0,73433553.0,117862107.0,60000000.0,PG-13
58,The Color Purple,"Dec 25, 2023",Warner Bros.,Musical,44047642.0,4026293.0,https://www.the-numbers.com/movie/Color-Purple-The-(2023)#tab=summary,2023,60619191.0,8300000.0,68919191.0,,PG-13
59,The Boogeyman,"Jun 2, 2023",20th Century Studios,Horror,43244282.0,3952859.0,https://www.the-numbers.com/movie/Boogeyman-The-(2023)#tab=summary,2023,43244282.0,39100551.0,82344833.0,35000000.0,PG-13
60,A Haunting in Venice,"Sep 15, 2023",20th Century Studios,Thriller/Suspense,42471412.0,3882213.0,https://www.the-numbers.com/movie/Haunting-in-Venice-A-(2023)#tab=summary,2023,42471412.0,79819044.0,122290456.0,60000000.0,PG-13
61,The Creator,"Sep 29, 2023",20th Century Studios,Thriller/Suspense,40774679.0,3727119.0,https://www.the-numbers.com/movie/Creator-The-(2023)#tab=summary,2023,40774679.0,63497457.0,104272136.0,80000000.0,PG-13
62,80 for Brady,"Feb 3, 2023",Paramount Pictures,Comedy,39448525.0,3605898.0,https://www.the-numbers.com/movie/80-for-Brady-(2023)#tab=summary,2023,39448525.0,935502.0,40384027.0,28000000.0,PG-13
63,The Boy and the Heron,"Dec 8, 2023",GKIDS,Adventure,35846555.0,3276650.0,https://www.the-numbers.com/movie/Boy-and-the-Heron-The-(2023-Japan)#tab=summary,2023,46832867.0,246089696.0,292922563.0,,PG-13
64,Knock at the Cabin,"Feb 3, 2023",Universal,Thriller/Suspense,35397980.0,3235647.0,https://www.the-numbers.com/movie/Knock-at-the-Cabin-(2023)#tab=summary,2023,35397980.0,19314755.0,54712735.0,20000000.0,R
65,RENAISSANCE: A FILM BY BEYO…,"Dec 1, 2023",AMC Theatres Dist…,Concert/Perfor…,33223373.0,3036871.0,https://www.the-numbers.com/movie/Renaissance-A-Film-by-Beyonce-(2023)#tab=summary,2023,33889684.0,10482497.0,44372181.0,,Not Rated
66,Missing,"Jan 20, 2023",Sony Pictures,Thriller/Suspense,32502025.0,2970935.0,https://www.the-numbers.com/movie/Missing-(2023)#tab=summary,2023,32502025.0,14035188.0,46537213.0,7000000.0,PG-13
67,Plane,"Jan 13, 2023",Lionsgate,Action,32111181.0,2935209.0,https://www.the-numbers.com/movie/Plane-(2023)#tab=summary,2023,32111181.0,15744169.0,47855350.0,25000000.0,R
68,65,"Mar 10, 2023",Sony Pictures,Thriller/Suspense,32062804.0,2930786.0,https://www.the-numbers.com/movie/65-(2022)#tab=summary,2023,32062904.0,24178123.0,56241027.0,45000000.0,PG-13
69,Thanksgiving,"Nov 17, 2023",Sony Pictures,Horror,31800773.0,2906835.0,https://www.the-numbers.com/movie/Thanksgiving-(2023)#tab=summary,2023,31945385.0,14099495.0,46044880.0,15000000.0,R
70,My Big Fat Greek Wedding 3,"Sep 8, 2023",Focus Features,Romantic Comedy,28496030.0,2604756.0,https://www.the-numbers.com/movie/My-Big-Fat-Greek-Wedding-3-(2023)#tab=summary,2023,28496030.0,10365643.0,38861673.0,,PG-13
71,Asteroid City,"Jun 16, 2023",Focus Features,Comedy,28153025.0,2573403.0,https://www.the-numbers.com/movie/Asteroid-City-(2023)#tab=summary,2023,28153025.0,25800765.0,53953790.0,,R
72,Magic Mike’s Last Dance,"Feb 10, 2023",Warner Bros.,Comedy,26033633.0,2379674.0,https://www.the-numbers.com/movie/Magic-Mikes-Last-Dance-(2023)#tab=summary,2023,26033633.0,31100000.0,57133633.0,45000000.0,R
73,Anyone But You,"Dec 22, 2023",Sony Pictures,Romantic Comedy,24837385.0,2270328.0,https://www.the-numbers.com/movie/Anyone-But-You-(2023)#tab=summary,2023,88319668.0,130586113.0,218905781.0,25000000.0,R
74,Strays,"Aug 18, 2023",Universal,Comedy,23988885.0,2192768.0,https://www.the-numbers.com/movie/Strays-(2023)#tab=summary,2023,23988885.0,11994124.0,35983009.0,46000000.0,R
75,The Boys in the Boat,"Dec 25, 2023",Amazon MGM Studios,Drama,21998472.0,2010829.0,https://www.the-numbers.com/movie/Boys-in-the-Boat-The-(2023)#tab=summary,2023,52641306.0,2880268.0,55521574.0,40000000.0,PG-13
76,Priscilla,"Nov 3, 2023",A24,Drama,20864910.0,1907213.0,https://www.the-numbers.com/movie/Priscilla-(2023)#tab=summary,2023,20864910.0,10112155.0,30977065.0,20000000.0,R
77,"Are You There God? It’s Me,…","Apr 28, 2023",Lionsgate,Comedy,20372406.0,1862194.0,https://www.the-numbers.com/movie/Are-You-There-God-Its-Me-Margaret#tab=summary,2023,20372406.0,1209418.0,21581824.0,30000000.0,PG-13
78,The Pope’s Exorcist,"Apr 14, 2023",Sony Pictures,Horror,20009380.0,1829011.0,https://www.the-numbers.com/movie/Popes-Exorcist-The-(2023)#tab=summary,2023,20009380.0,52904087.0,72913467.0,18000000.0,R
79,The Holdovers,"Oct 27, 2023",Focus Features,Comedy,18208655.0,1664411.0,https://www.the-numbers.com/movie/Holdovers-The-(2023)#tab=summary,2023,20355375.0,25617097.0,45972472.0,13000000.0,R
80,The Blackening,"Jun 16, 2023",Lionsgate,Horror,17707207.0,1618575.0,https://www.the-numbers.com/movie/Blackening-The-(2023)#tab=summary,2023,17707207.0,856560.0,18563767.0,5000000.0,R
81,Book Club: The Next Chapter,"May 12, 2023",Focus Features,Romantic Comedy,17581565.0,1607090.0,https://www.the-numbers.com/movie/Book-Club-The-Next-Chapter-(2023)#tab=summary,2023,17581565.0,11540063.0,29121628.0,,PG-13
82,Pathaan,"Jan 25, 2023",Yash Raj Films,Thriller/Suspense,17487476.0,1598490.0,https://www.the-numbers.com/movie/Pathaan-(2023-India)#tab=summary,2023,17487476.0,88396115.0,105883591.0,,
83,Black Panther: Wakanda Forever,"Nov 11, 2022",Walt Disney,Action,17329414.0,1584041.0,https://www.the-numbers.com/movie/Black-Panther-Wakanda-Forever-(2022)#tab=summary,2023,453829060.0,405379776.0,859208836.0,250000000.0,PG-13
84,Renfield,"Apr 14, 2023",Universal,Black Comedy,17297895.0,1581160.0,https://www.the-numbers.com/movie/Renfield#tab=summary,2023,17297895.0,9576452.0,26874347.0,86203077.0,R
85,The Blind,"Sep 28, 2023",Fathom Events,Drama,17265487.0,1578198.0,https://www.the-numbers.com/movie/Blind-The-(2023)#tab=summary,2023,17265487.0,,,,PG-13
86,Demon Slayer: Kimetsu No Ya…,"Mar 3, 2023",Crunchyroll,Adventure,16945424.0,1548942.0,https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-No-Yaiba-To-the-Swordsmith-Village-(2023-Japan)#tab=summary,2023,16945424.0,42608835.0,59554259.0,,R
87,Guy Ritchie’s The Covenant,"Apr 21, 2023",MGM,Action,16938039.0,1548267.0,https://www.the-numbers.com/movie/Guy-Ritchies-The-Covenant-(2023-United-Kingdom)#tab=summary,2023,16938039.0,3765210.0,20703249.0,,R
88,Expend4bles,"Sep 22, 2023",Lionsgate,Action,16710153.0,1527436.0,https://www.the-numbers.com/movie/Expend4bles-(2023)#tab=summary,2023,16710153.0,34423450.0,51133603.0,100000000.0,R
89,Champions,"Mar 10, 2023",Focus Features,Comedy,16397335.0,1498842.0,https://www.the-numbers.com/movie/Champions-(2023)#tab=summary,2023,16397335.0,2718743.0,19116078.0,,PG-13
90,The Iron Claw,"Dec 22, 2023",A24,Drama,15964922.0,1459316.0,https://www.the-numbers.com/movie/Iron-Claw-The-(2023)#tab=summary,2023,35611828.0,10528994.0,46140822.0,15900000.0,R
91,"Ruby Gillman, Teenage Kraken","Jun 30, 2023",Universal,Comedy,15753600.0,1440000.0,https://www.the-numbers.com/movie/Ruby-Gillman-Teenage-Kraken-(2023)#tab=summary,2023,15753600.0,30493809.0,46247409.0,70000000.0,PG
92,Jawan,"Sep 7, 2023",Yash Raj Films,Action,15198530.0,1389262.0,https://www.the-numbers.com/movie/Jawan-(2023-India)#tab=summary,2023,15198530.0,121476558.0,136675088.0,,
93,Titanic,"Dec 19, 1997",Paramount Pictures,Drama,15096069.0,1379897.0,https://www.the-numbers.com/movie/Titanic-(1997)#tab=summary,2023,674460013.0,1548588773.0,2223048786.0,200000000.0,PG-13
94,Animal,"Dec 1, 2023",Moksha Movies,Action,14770658.0,1350152.0,https://www.the-numbers.com/movie/Animal-(2023-India)#tab=summary,2023,15000076.0,6649074.0,21649150.0,,
95,Dumb Money,"Sep 15, 2023",Sony Pictures,Comedy,13919484.0,1272348.0,https://www.the-numbers.com/movie/Dumb-Money-(2023)#tab=summary,2023,13919484.0,4037426.0,17956910.0,30000000.0,R
96,The Last Voyage of the Demeter,"Aug 11, 2023",Universal,Horror,13637180.0,1246543.0,https://www.the-numbers.com/movie/Last-Voyage-of-the-Demeter-The#tab=summary,2023,13637180.0,6760468.0,20397648.0,45000000.0,R
97,Joy Ride,"Jul 7, 2023",Lionsgate,Comedy,12897789.0,1178957.0,https://www.the-numbers.com/movie/Joy-Ride-(2023)#tab=summary,2023,12897789.0,2620847.0,15518636.0,,R
98,The Whale,"Dec 9, 2022",A24,Drama,12119244.0,1107792.0,https://www.the-numbers.com/movie/Whale-The-(2022)#tab=summary,2023,17453440.0,36591041.0,54044481.0,3000000.0,R
99,About My Father,"May 26, 2023",Lionsgate,Comedy,12089391.0,1105063.0,https://www.the-numbers.com/movie/About-My-Father-(2023)#tab=summary,2023,12089391.0,5567826.0,17657217.0,,PG-13
100,His Only Son,"Mar 31, 2023",Angel Studios,Drama,12084084.0,1104578.0,https://www.the-numbers.com/movie/His-Only-Son-(2023)#tab=summary,2023,12084084.0,1422631.0,13506715.0,250000.0,PG-13
1,Inside Out 2,"Jun 14, 2024",Walt Disney,Adventure,652980194.0,57734765.0,https://www.the-numbers.com/movie/Inside-Out-2-(2024)#tab=summary,2024,652980194.0,1045851588.0,1698831782.0,200000000.0,PG
2,Deadpool & Wolverine,"Jul 26, 2024",Walt Disney,Action,636745858.0,56299369.0,https://www.the-numbers.com/movie/Deadpool-and-Wolverine-(2024)#tab=summary,2024,636745858.0,701325490.0,1338071348.0,200000000.0,R
3,Wicked,"Nov 22, 2024",Universal,Musical,432943285.0,38279689.0,https://www.the-numbers.com/movie/Wicked-(2024)#tab=summary,2024,474983975.0,282976913.0,757960888.0,145000000.0,PG
4,Moana 2,"Nov 27, 2024",Walt Disney,Musical,404017489.0,35722148.0,https://www.the-numbers.com/movie/Moana-2-(2024)#tab=summary,2024,460405297.0,598730701.0,1059135998.0,150000000.0,PG
5,Despicable Me 4,"Jul 3, 2024",Universal,Adventure,361004205.0,31919028.0,https://www.the-numbers.com/movie/Despicable-Me-4-(2024)#tab=summary,2024,361004205.0,611960223.0,972964428.0,100000000.0,PG
6,Beetlejuice Beetlejuice,"Sep 6, 2024",Warner Bros.,Comedy,294100435.0,26003575.0,https://www.the-numbers.com/movie/Beetlejuice-Beetlejuice-(2024)#tab=summary,2024,294100435.0,157879613.0,451980048.0,100000000.0,PG-13
7,Dune: Part Two,"Mar 1, 2024",Warner Bros.,Action,282709065.0,24996381.0,https://www.the-numbers.com/movie/Dune-Part-Two-(2024)#tab=summary,2024,282709065.0,432497130.0,715206195.0,190000000.0,PG-13
8,Twisters,"Jul 19, 2024",Universal,Thriller/Suspense,267762265.0,23674824.0,https://www.the-numbers.com/movie/Twisters-(2024)#tab=summary,2024,267762265.0,104500000.0,372262265.0,155000000.0,PG-13
9,Godzilla x Kong: The New Em…,"Mar 29, 2024",Warner Bros.,Action,196805338.0,17401002.0,https://www.the-numbers.com/movie/Godzilla-x-Kong-The-New-Empire-(2024)#tab=summary,2024,196805338.0,375700000.0,572505338.0,135000000.0,PG-13
10,Kung Fu Panda 4,"Mar 8, 2024",Universal,Comedy,193590620.0,17116766.0,https://www.the-numbers.com/movie/Kung-Fu-Panda-4-(2024)#tab=summary,2024,193590620.0,354456117.0,548046737.0,85000000.0,PG
11,Bad Boys: Ride or Die,"Jun 7, 2024",Sony Pictures,Action,193573217.0,17115227.0,https://www.the-numbers.com/movie/Bad-Boys-Ride-or-Die-(2024)#tab=summary,2024,193573217.0,206953020.0,400526237.0,100000000.0,R
12,Kingdom of the Planet of th…,"May 10, 2024",20th Century Studios,Action,171130165.0,15130872.0,https://www.the-numbers.com/movie/Kingdom-of-the-Planet-of-the-Apes-(2024)#tab=summary,2024,171130165.0,226239804.0,397369969.0,160000000.0,PG-13
13,Gladiator II,"Nov 22, 2024",Paramount Pictures,Action,164554921.0,14549507.0,https://www.the-numbers.com/movie/Gladiator-II-(2024)#tab=summary,2024,172438016.0,287942395.0,460380411.0,250000000.0,R
14,Sonic the Hedgehog 3,"Dec 20, 2024",Paramount Pictures,Adventure,151558894.0,13400433.0,https://www.the-numbers.com/movie/Sonic-the-Hedgehog-3-(2024)#tab=summary,2024,236115100.0,253500522.0,489615622.0,122000000.0,PG
15,It Ends With Us,"Aug 9, 2024",Sony Pictures,Drama,148518266.0,13131589.0,https://www.the-numbers.com/movie/It-Ends-With-Us-(2024)#tab=summary,2024,148518266.0,201204091.0,349722357.0,25000000.0,PG-13
16,The Wild Robot,"Sep 27, 2024",Universal,Adventure,143190445.0,12660517.0,https://www.the-numbers.com/movie/Wild-Robot-The-(2024)#tab=summary,2024,143901945.0,190658268.0,334560213.0,78000000.0,PG
17,Venom: The Last Dance,"Oct 25, 2024",Sony Pictures,Action,139733580.0,12354870.0,https://www.the-numbers.com/movie/Venom-The-Last-Dance-(2024)#tab=summary,2024,139755882.0,334737054.0,474492936.0,110000000.0,PG-13
18,A Quiet Place: Day One,"Jun 28, 2024",Paramount Pictures,Horror,139051884.0,12294596.0,https://www.the-numbers.com/movie/Quiet-Place-A-Day-One-(2024)#tab=summary,2024,139051884.0,122015287.0,261067171.0,67000000.0,PG-13
19,Mufasa: The Lion King,"Dec 20, 2024",Walt Disney,Musical,128143945.0,11330145.0,https://www.the-numbers.com/movie/Mufasa-The-Lion-King-(2024)#tab=summary,2024,254567693.0,468050902.0,722618595.0,200000000.0,PG
20,Ghostbusters: Frozen Empire,"Mar 22, 2024",Sony Pictures,Comedy,113376590.0,10024455.0,https://www.the-numbers.com/movie/Ghostbusters-Frozen-Empire-(2024)#tab=summary,2024,113376590.0,86564410.0,199941000.0,100000000.0,PG-13
21,IF,"May 17, 2024",Paramount Pictures,Comedy,111375918.0,9847561.0,https://www.the-numbers.com/movie/IF-(2024)#tab=summary,2024,111375918.0,73522752.0,184898670.0,110000000.0,PG
22,Alien: Romulus,"Aug 16, 2024",20th Century Studios,Horror,105313091.0,9311502.0,https://www.the-numbers.com/movie/Alien-Romulus-(2024)#tab=summary,2024,105313091.0,245430577.0,350743668.0,80000000.0,R
